"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","WAR","TVS","Cash2023",""
"","Jon Gray","SP","COL","27","0.167","25","0.154","47","3","0","0","0","1","0.064","0.120","0.064","0.184","3.61","82.55","$15,000,000",""
"","Ronald Torreyes","2B","MIN","7","0.043","4","0.025","16","3","0","0","0","1","0.188","0.235","0.188","0.423","-0.23","0.00","$0",""
"","Christian Colon","2B","CIN","8","0.049","0","0.000","6","3","0","0","0","1","0.500","0.625","0.500","1.125","0.15","0.00","$0",""
"","Ross Stripling","SP","LAD","32","0.198","15","0.093","20","3","0","0","0","1","0.150","0.227","0.150","0.377","0.81","48.98","$12,500,000",""
"","Luis Torrens","C","SD","7","0.043","3","0.019","14","3","1","0","0","0","0.214","0.313","0.286","0.598","0.02","0.00","$0",""
"","Julio Urias","RP","LAD","37","0.228","8","0.049","12","3","0","0","0","2","0.250","0.308","0.250","0.558","1.36","0.00","$14,250,000",""
"","Joey Lucchesi","SP","SD","30","0.185","30","0.185","48","3","0","0","0","1","0.063","0.082","0.063","0.144","2.33","71.98","$1,150,000",""
"","Trevor Richards","SP","TB","31","0.191","23","0.142","30","3","0","0","0","0","0.100","0.156","0.100","0.256","1.41","50.67","$1,500,000",""
"","Donnie Walton","SS","SEA","7","0.043","5","0.031","16","3","0","0","0","2","0.188","0.316","0.188","0.503","0.12","0.00","$0",""
"","Dinelson Lamet","SP","SD","14","0.086","14","0.086","21","3","0","0","0","0","0.143","0.143","0.143","0.286","0.65","0.00","$5,000,000",""
"","Nick Margevicius","P","SD","17","0.105","12","0.074","15","3","0","0","0","0","0.200","0.200","0.200","0.400","-0.86","0.00","$0",""
"","Tyler Mahle","SP","CIN","27","0.167","25","0.154","34","3","1","0","0","0","0.088","0.114","0.118","0.232","0.30","33.43","$7,500,000",""
"","Ian Miller","CF","MIN","12","0.074","3","0.019","17","3","1","0","0","1","0.177","0.177","0.235","0.412","0.07","0.00","$0",""
"","Kean Wong","2B","LAA","7","0.043","3","0.019","18","3","0","0","0","0","0.167","0.167","0.167","0.333","0.07","0.00","$0",""
"","Dustin Pedroia","2B","BOS","6","0.037","6","0.037","20","2","0","0","0","1","0.100","0.143","0.100","0.243","-0.47","0.00","$0",""
"","Homer Bailey","SP","OAK","33","0.204","31","0.191","5","2","0","0","0","1","0.400","0.400","0.400","0.800","1.21","61.42","$0",""
"","Alex Wood","SP","CIN","7","0.043","7","0.043","9","2","0","0","0","0","0.222","0.222","0.222","0.444","-0.17","0.00","$12,500,000",""
"","Mike Foltynewicz","SP","ATL","21","0.130","21","0.130","35","2","0","0","0","1","0.057","0.057","0.057","0.114","1.14","47.98","$0",""
"","Juan Centeno","C","BOS","7","0.043","3","0.019","15","2","0","0","0","2","0.133","0.278","0.133","0.411","-0.08","0.00","$0",""
"","Jameson Taillon","SP","PIT","7","0.043","7","0.043","8","2","0","0","0","0","0.250","0.250","0.250","0.500","0.23","0.00","$14,000,000",""
"","Joe Ross","SP","WSH","28","0.173","9","0.056","19","2","0","0","0","0","0.105","0.150","0.105","0.255","-0.08","15.13","$0",""
"","Kyle Freeland","SP","COL","22","0.136","22","0.136","23","2","0","0","0","0","0.087","0.192","0.087","0.279","-1.09","8.03","$10,500,000",""
"","Erick Fedde","RP","WSH","21","0.130","12","0.074","15","2","0","0","0","0","0.133","0.133","0.133","0.267","0.81","0.00","$0",""
"","Luke Weaver","SP","ARI","13","0.080","12","0.074","19","2","0","0","1","4","0.105","0.100","0.263","0.363","1.71","0.00","$2,000,000",""
"","Trent Thornton","SP","TOR","32","0.198","29","0.179","3","2","0","0","0","0","0.667","0.667","0.667","1.333","1.21","46.51","$1,000,000",""
"","Steve Baron","C","PIT","7","0.043","2","0.012","10","2","1","0","0","1","0.200","0.200","0.300","0.500","-0.06","0.00","$0",""
"","Tim Melville","SP","COL","7","0.043","7","0.043","8","2","0","0","0","2","0.250","0.250","0.250","0.500","0.54","0.00","$0",""
"","Cal Quantrill","SP","SD","23","0.142","18","0.111","25","2","0","0","0","1","0.080","0.115","0.080","0.195","0.37","40.84","$5,500,000",""
"","Corbin Burnes","RP","MIL","32","0.198","4","0.025","7","2","0","0","0","0","0.286","0.286","0.286","0.571","-2.19","0.00","$12,713,840",""
"","Bryse Wilson","SP","ATL","6","0.037","4","0.025","9","2","0","0","0","0","0.222","0.222","0.222","0.444","-0.42","0.00","$0",""
"","Zac Gallen","SP","ARI","15","0.093","15","0.093","19","2","0","0","0","1","0.105","0.105","0.105","0.211","1.33","0.00","$5,600,000",""
"","Jake Noll","2B","WSH","8","0.049","2","0.012","12","2","1","0","0","2","0.167","0.231","0.250","0.481","-0.10","0.00","$0",""
"","Shaun Anderson","RP","SF","28","0.173","16","0.099","25","2","1","0","0","0","0.080","0.115","0.120","0.235","-0.27","0.00","$0",""
"","Edmundo Sosa","SS","STL","8","0.049","1","0.006","8","2","0","0","0","0","0.250","0.400","0.250","0.650","0.02","0.00","$950,000",""
"","Nick Pivetta","RP","PHI","30","0.185","13","0.080","25","2","0","0","0","0","0.080","0.115","0.080","0.195","-0.55","0.00","$5,350,000",""
"","Brendan McKay","SP","TB","18","0.111","12","0.074","10","2","0","0","1","1","0.200","0.273","0.500","0.773","-0.16","21.41","$0",""
"","Dario Agrazal","SP","PIT","15","0.093","14","0.086","22","2","0","0","0","2","0.091","0.087","0.091","0.178","0.59","0.00","$0",""
"","Jacob Nottingham","C","MIL","9","0.056","0","0.000","6","2","0","0","1","4","0.333","0.429","0.833","1.262","0.02","0.00","$0",""
"","Freddy Peralta","RP","MIL","40","0.247","8","0.049","15","2","0","0","0","1","0.133","0.133","0.133","0.267","-0.74","0.00","$3,500,000",""
"","Gregory Soto","RP/CL","DET","34","0.211","6","0.037","2","2","0","0","0","0","1.000","1.000","1.000","2.000","0.33","0.00","$3,925,000",""
"","Alex McRae","P","PIT","11","0.068","2","0.012","6","2","0","0","0","0","0.333","0.333","0.333","0.667","-1.05","0.00","$0",""
"","Abiatal Avelino","SS","SF","4","0.025","2","0.012","7","2","0","0","0","1","0.286","0.375","0.286","0.661","-0.04","0.00","$0",""
"","Zach Green","1B","SF","8","0.049","4","0.025","14","2","1","0","0","1","0.143","0.250","0.214","0.464","-0.10","0.00","$0",""
"","Francisco Liriano","RP","PIT","69","0.426","0","0.000","1","1","0","0","0","0","1.000","1.000","1.000","2.000","1.00","51.53","$0",""
"","Trevor Cahill","RP","LAA","39","0.241","11","0.068","3","1","0","0","0","0","0.333","0.333","0.333","0.667","-0.13","0.00","$0",""
"","Jesse Chavez","RP","TEX","48","0.296","9","0.056","2","1","0","0","0","0","0.500","0.500","0.500","1.000","0.79","0.00","$0",""
"","Luis Perdomo","RP","SD","47","0.290","1","0.006","7","1","0","0","0","1","0.143","0.143","0.143","0.286","0.73","0.00","$0",""
"","Derek Holland","RP","CHC","53","0.327","8","0.049","14","1","0","0","0","0","0.071","0.133","0.071","0.205","-0.70","2.31","$0",""
"","Mike Leake","SP","ARI","32","0.198","32","0.198","21","1","0","0","0","1","0.048","0.091","0.048","0.139","1.55","32.96","$0",""
"","Gio Gonzalez","SP","MIL","19","0.117","17","0.105","25","1","0","0","0","0","0.040","0.077","0.040","0.117","2.10","60.97","$0",""
"","Jeremy Hellickson","RP","WSH","9","0.056","8","0.049","9","1","0","0","0","0","0.111","0.273","0.111","0.384","-0.44","0.00","$0",""
"","David Price","SP","BOS","22","0.136","22","0.136","2","1","0","0","0","1","0.500","0.500","0.500","1.000","1.55","13.02","$0",""
"","Danny Duffy","SP","KC","23","0.142","23","0.142","4","1","0","0","0","0","0.250","0.250","0.250","0.500","2.18","38.58","$0",""
"","Wilmer Font","RP","TOR","48","0.296","17","0.105","3","1","0","0","0","0","0.333","0.333","0.333","0.667","-0.15","0.00","$0",""
"","Brad Brach","RP","NYM","59","0.364","0","0.000","4","1","0","0","0","1","0.250","0.250","0.250","0.500","-0.44","23.15","$0",""
"","Will Smith","RP","SF","63","0.389","0","0.000","1","1","0","0","0","2","1.000","1.000","1.000","2.000","2.24","95.46","$0",""
"","Oliver Drake","RP","TB","50","0.309","0","0.000","1","1","0","0","0","1","1.000","1.000","1.000","2.000","1.17","81.47","$0",""
"","Mike Montgomery","SP","KC","34","0.210","13","0.080","6","1","0","0","0","0","0.167","0.167","0.167","0.333","-0.31","8.56","$0",""
"","Kevin Gausman","RP","CIN","31","0.191","17","0.105","27","1","0","0","0","0","0.037","0.037","0.037","0.074","-0.71","0.00","$21,000,000",""
"","Marcus Stroman","SP","NYM","32","0.198","32","0.198","23","1","0","0","0","0","0.044","0.044","0.043","0.087","2.84","77.80","$25,000,000",""
"","Tyler Anderson","SP","COL","5","0.031","5","0.031","7","1","0","0","0","0","0.143","0.143","0.143","0.286","-0.89","0.00","$13,000,000",""
"","Daniel Norris","SP","DET","33","0.205","29","0.180","6","1","0","0","0","0","0.167","0.167","0.167","0.333","3.09","50.09","$0",""
"","Chi Chi Gonzalez","SP","COL","14","0.086","12","0.074","24","1","0","0","0","2","0.042","0.042","0.042","0.083","0.53","0.00","$0",""
"","Chris Shaw","1B","SF","16","0.099","2","0.012","18","1","0","0","0","0","0.056","0.150","0.056","0.206","-0.52","0.00","$0",""
"","Alex Young","SP","ARI","17","0.105","15","0.093","25","1","0","0","0","0","0.040","0.040","0.040","0.080","0.76","64.56","$0",""
"","Skye Bolt","CF","OAK","5","0.031","2","0.012","10","1","1","0","0","0","0.100","0.182","0.200","0.382","-0.10","0.00","$0",""
"","Ryan Helsley","P","STL","24","0.148","0","0.000","3","1","0","0","0","0","0.333","0.333","0.333","0.667","0.55","0.00","$2,303,575",""
"","Matt Boyd","SP","DET","33","0.205","32","0.199","2","1","0","0","0","0","0.500","0.500","0.500","1.000","3.76","64.82","$10,000,000",""
"","Marco Gonzales","SP","SEA","35","0.216","35","0.216","5","1","1","0","0","0","0.200","0.200","0.400","0.600","2.93","81.68","$6,500,000",""
"","Adrian Houser","SP","MIL","35","0.216","18","0.111","22","1","1","0","0","0","0.046","0.125","0.091","0.216","2.03","52.41","$3,600,000",""
"","Antonio Senzatela","SP","COL","25","0.154","25","0.154","40","1","0","0","0","3","0.025","0.049","0.025","0.074","-0.74","18.99","$7,250,000",""
"","Alec Mills","RP","CHC","9","0.056","4","0.025","12","1","0","0","0","0","0.083","0.083","0.083","0.167","0.97","0.00","$0",""
"","Seth Lugo","RP","NYM","61","0.377","0","0.000","1","1","0","0","0","1","1.000","1.000","1.000","2.000","2.11","96.50","$7,500,000",""
"","Ruben Alaniz","RP","CIN","12","0.074","0","0.000","1","1","0","0","0","1","1.000","1.000","1.000","2.000","-0.40","0.00","$0",""
"","Johnny Davis","CF","TB","8","0.049","0","0.000","4","1","0","1","0","0","0.250","0.250","0.750","1.000","-0.12","0.00","$0",""
"","Junior Guerra","RP","MIL","72","0.444","0","0.000","3","1","0","0","0","0","0.333","0.333","0.333","0.667","1.49","74.85","$0",""
"","Dustin May","RP","LAD","14","0.086","4","0.025","11","1","0","0","0","0","0.091","0.091","0.091","0.182","-0.02","0.00","$1,675,000",""
"","Jon Duplantier","P","ARI","15","0.093","3","0.019","8","1","0","0","0","0","0.125","0.125","0.125","0.250","0.27","0.00","$0",""
"","Cole Irvin","P","PHI","16","0.099","3","0.019","6","1","0","0","0","0","0.167","0.375","0.167","0.542","-0.32","0.00","$0",""
"","Lucas Giolito","SP","CHW","29","0.180","29","0.180","4","1","0","0","0","2","0.250","0.250","0.250","0.500","5.46","96.72","$10,400,000",""
"","Brock Stewart","RP","TOR","13","0.080","0","0.000","3","1","1","0","0","0","0.333","0.333","0.667","1.000","-0.26","0.00","$0",""
"","David Freitas","C","MIL","17","0.105","1","0.006","15","1","0","0","0","1","0.067","0.250","0.067","0.317","-0.04","0.00","$0",""
"","Austin Voth","SP","WSH","9","0.056","8","0.049","9","1","0","0","0","1","0.111","0.111","0.111","0.222","1.12","0.00","$1,850,000",""
"","Raudy Read","C","WSH","6","0.037","2","0.012","11","1","0","0","0","0","0.091","0.091","0.091","0.182","-0.22","0.00","$0",""
"","Lucas Sims","RP","CIN","24","0.148","4","0.025","8","1","0","0","0","0","0.125","0.125","0.125","0.250","0.47","0.00","$1,267,500",""
"","Chris Flexen","SP","NYM","9","0.056","1","0.006","2","1","0","0","0","0","0.500","0.500","0.500","1.000","-0.37","0.00","$8,000,000",""
"","Kyle McGowin","SP","WSH","7","0.043","1","0.006","3","1","0","0","0","0","0.333","0.333","0.333","0.667","-0.51","0.00","$0",""
"","Mike Gerber","OF","SF","12","0.074","5","0.031","24","1","1","0","0","0","0.042","0.115","0.083","0.199","-0.54","0.00","$0",""
"","Walker Lockett","RP","NYM","9","0.056","4","0.025","6","1","0","0","0","0","0.167","0.286","0.167","0.452","-0.62","0.00","$0",""
"","John Brebbia","RP","STL","66","0.407","0","0.000","1","1","0","0","0","0","1.000","1.000","1.000","2.000","0.69","63.85","$2,300,000",""
"","Ranger Suarez","RP","PHI","37","0.228","0","0.000","4","1","0","0","0","0","0.250","0.250","0.250","0.500","0.79","0.00","$2,950,000",""
"","Jesus Tinoco","RP","COL","24","0.148","0","0.000","5","1","0","0","0","0","0.200","0.200","0.200","0.400","0.04","0.00","$0",""
"","Brad Keller","SP","KC","28","0.173","28","0.173","8","1","0","0","0","1","0.125","0.222","0.125","0.347","3.03","73.65","$5,775,000",""
"","Elieser Hernandez","SP","MIA","21","0.130","15","0.093","19","1","0","0","0","0","0.053","0.100","0.053","0.153","0.38","22.35","$1,600,000",""
"","Drew Gagnon","RP","NYM","18","0.111","0","0.000","3","1","0","0","0","0","0.333","0.333","0.333","0.667","-1.11","0.00","$0",""
"","Caleb Ferguson","RP","LAD","46","0.284","2","0.012","2","1","1","0","0","0","0.500","0.500","1.000","1.500","-0.24","0.00","$1,100,000",""
"","John Means","RP","BAL","31","0.191","27","0.167","1","1","0","0","0","0","1.000","1.000","1.000","2.000","4.36","0.00","$2,975,000",""
"","Jordan Yamamoto","P","MIA","16","0.099","15","0.093","21","1","0","0","0","1","0.048","0.091","0.048","0.139","1.02","0.00","$0",""
"","Logan Webb","SP","SF","9","0.056","8","0.049","9","1","0","0","0","0","0.111","0.200","0.111","0.311","0.05","0.00","$4,600,000",""
"","Merrill Kelly","RP","ARI","32","0.198","32","0.198","52","1","0","0","0","2","0.019","0.056","0.019","0.075","1.19","60.98","$8,000,000",""
"","Deivy Grullon","C","PHI","4","0.025","2","0.012","9","1","1","0","0","1","0.111","0.111","0.222","0.333","-0.15","0.00","$0",""
"","Montana DuRapau","P","PIT","14","0.086","2","0.012","4","1","0","0","0","0","0.250","0.250","0.250","0.500","-0.79","0.00","$0",""
"","Yusmeiro Petit","RP","OAK","80","0.494","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","2.46","81.31","$0",""
"","Justin Verlander","SP","HOU","34","0.210","34","0.210","2","0","0","0","0","0","0.000","0.000","0.000","0.000","7.38","91.44","$43,333,333",""
"","C.C. Sabathia","SP","NYY","24","0.148","22","0.136","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.44","14.98","$0",""
"","Felix Hernandez","SP","SEA","15","0.093","15","0.093","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.76","0.00","$0",""
"","Edwin Jackson","SP","DET","18","0.112","13","0.081","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.61","0.14","$0",""
"","Jed Lowrie","2B","NYM","9","0.056","0","0.000","7","0","0","0","0","0","0.000","0.125","0.000","0.125","0.00","0.00","$0",""
"","Johnny Cueto","SP","SF","4","0.025","4","0.025","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.05","0.00","$6,000,000",""
"","Rick Porcello","SP","BOS","32","0.198","32","0.198","6","0","0","0","0","0","0.000","0.000","0.000","0.000","0.85","15.13","$0",""
"","Carlos Martinez","RP","STL","48","0.296","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.81","0.00","$0",""
"","J.A. Happ","SP","NYY","32","0.198","29","0.179","3","0","0","0","0","0","0.000","0.000","0.000","0.000","1.37","23.16","$0",""
"","Ross Detwiler","RP","CHW","18","0.112","12","0.075","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.54","0.00","$0",""
"","Jordan Zimmermann","SP","DET","23","0.143","23","0.143","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.08","1.20","$0",""
"","Mike Minor","SP","TEX","33","0.204","32","0.198","9","0","0","0","0","0","0.000","0.000","0.000","0.000","8.02","94.78","$0",""
"","Andrew Cashner","RP","BOS","42","0.259","22","0.136","3","0","0","0","0","0","0.000","0.000","0.000","0.000","2.51","0.00","$0",""
"","Josh Tomlin","RP","ATL","51","0.315","1","0.006","6","0","0","0","0","0","0.000","0.000","0.000","0.000","1.21","65.94","$0",""
"","Juan Nicasio","RP","PHI","47","0.290","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.09","0.00","$0",""
"","Steve Cishek","RP","CHC","70","0.432","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.65","58.66","$0",""
"","Ivan Nova","SP","CHW","34","0.211","34","0.211","5","0","0","0","0","0","0.000","0.000","0.000","0.000","1.92","39.86","$0",""
"","Charlie Morton","SP","TB","33","0.204","33","0.204","2","0","0","0","0","0","0.000","0.000","0.000","0.000","4.91","88.46","$20,000,000",""
"","Craig Stammen","RP","SD","76","0.469","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.08","59.22","$0",""
"","Kenley Jansen","RP/CL","LAD","62","0.383","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.13","26.30","$16,000,000",""
"","Michael Pineda","SP","MIN","26","0.161","26","0.161","4","0","0","0","0","0","0.000","0.000","0.000","0.000","2.60","72.52","$0",""
"","Corey Kluber","SP","TEX","7","0.043","7","0.043","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.37","0.00","$10,000,000",""
"","Garrett Richards","SP","SD","3","0.019","3","0.019","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.22","0.00","$0",""
"","Sean Doolittle","RP","WSH","63","0.389","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.76","69.53","$0",""
"","Tom Milone","SP","SEA","23","0.142","7","0.043","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.25","46.13","$0",""
"","Martin Perez","SP","MIN","32","0.198","29","0.179","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.40","32.44","$19,650,000",""
"","Wei-Yin Chen","RP","MIA","45","0.278","0","0.000","5","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.95","0.00","$0",""
"","Jared Hughes","RP","PHI","72","0.444","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.18","34.00","$0",""
"","Drew Pomeranz","RP","MIL","46","0.284","18","0.111","19","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.15","0.00","$10,000,000",""
"","Lance Lynn","SP","TEX","33","0.204","33","0.204","2","0","0","0","0","0","0.000","0.000","0.000","0.000","7.73","94.84","$18,500,000",""
"","Nathan Eovaldi","SP","BOS","23","0.142","12","0.074","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.08","2.23","$18,000,000",""
"","Javy Guerra","RP","WSH","51","0.315","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.15","42.79","$0",""
"","Wade Miley","SP","HOU","33","0.204","33","0.204","4","0","0","0","0","0","0.000","0.200","0.000","0.200","1.58","64.33","$3,500,000",""
"","Drew Smyly","SP","PHI","25","0.154","21","0.130","19","0","0","0","0","0","0.000","0.050","0.000","0.050","-0.63","4.32","$8,000,000",""
"","Blake Parker","RP","PHI","60","0.370","2","0.012","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.32","45.82","$0",""
"","Joe Kelly","RP","LAD","55","0.340","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.55","8.68","$9,000,000",""
"","Dylan Bundy","SP","BAL","30","0.185","30","0.185","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.11","47.20","$0",""
"","Nick Vincent","RP","PHI","32","0.198","1","0.006","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.22","0.00","$0",""
"","Jake Odorizzi","SP","MIN","30","0.185","30","0.185","2","0","0","0","0","0","0.000","0.000","0.000","0.000","3.77","80.70","$4,500,000",""
"","Kyle Gibson","SP","MIN","34","0.210","29","0.179","1","0","0","0","0","0","0.000","0.500","0.000","0.500","0.34","28.95","$10,000,000",""
"","T.J. McFarland","RP","ARI","51","0.315","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.55","10.67","$0",""
"","Robbie Erlin","RP","SD","37","0.228","1","0.006","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.38","0.00","$0",""
"","Gerrit Cole","SP","HOU","34","0.210","33","0.204","7","0","0","0","0","0","0.000","0.000","0.000","0.000","6.64","97.99","$36,000,000",""
"","Masahiro Tanaka","SP","NYY","32","0.198","31","0.191","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.92","27.51","$0",""
"","Eduardo Rodriguez","SP","BOS","34","0.210","34","0.210","7","0","0","0","0","0","0.000","0.000","0.000","0.000","5.49","93.10","$14,000,000",""
"","Archie Bradley","CL","ARI","66","0.407","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.01","0.00","$0",""
"","Matt Barnes","RP","BOS","70","0.432","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.18","57.69","$2,625,000",""
"","Chris Bassitt","SP","OAK","28","0.173","25","0.154","4","0","0","0","0","0","0.000","0.000","0.000","0.000","2.14","69.51","$21,000,000",""
"","Robert Stephenson","RP","CIN","57","0.352","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.81","58.26","$1,750,000",""
"","Austin Adams","RP","SEA","30","0.185","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.03","0.00","$0",""
"","Chad Bettis","SP","COL","39","0.241","3","0.019","5","0","0","0","0","0","0.000","0.286","0.000","0.286","-0.42","6.81","$0",""
"","Scott Oberg","RP","COL","49","0.303","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","2.19","96.06","$0",""
"","Asher Wojciechowski","SP","BAL","17","0.105","16","0.099","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.31","26.27","$0",""
"","Aaron Brooks","SP","BAL","29","0.179","18","0.111","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.22","19.99","$0",""
"","James Paxton","SP","NYY","29","0.179","29","0.179","5","0","0","0","0","1","0.000","0.000","0.000","0.000","2.42","63.27","$4,000,000",""
"","Roenis Elias","RP","WSH","48","0.296","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.16","0.00","$0",""
"","Marcus Walden","RP","BOS","70","0.432","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.06","77.24","$0",""
"","Raisel Iglesias","RP/CL","CIN","68","0.420","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.02","45.35","$16,000,000",""
"","Jimmy Nelson","RP","MIL","10","0.062","3","0.019","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.43","0.00","$0",""
"","Aaron Sanchez","SP","HOU","30","0.185","27","0.167","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.62","11.98","$0",""
"","Casey Sadler","RP","LAD","33","0.204","1","0.006","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.45","0.00","$0",""
"","Tyler Lyons","RP","NYY","14","0.086","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.40","0.00","$0",""
"","Matt Andriese","RP","ARI","54","0.333","0","0.000","6","0","0","0","0","0","0.000","0.000","0.000","0.000","0.05","38.17","$0",""
"","Felipe Vazquez","RP","PIT","56","0.346","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.91","98.11","$0",""
"","Burch Smith","RP","SF","17","0.105","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.24","0.00","$0",""
"","Kyle Ryan","RP","CHC","73","0.451","0","0.000","2","0","0","0","0","0","0.000","0.333","0.000","0.333","0.93","60.56","$0",""
"","Yimi Garcia","RP","LAD","64","0.395","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.27","39.87","$5,000,000",""
"","Jose Urena","RP","MIA","25","0.154","13","0.080","19","0","0","0","0","0","0.000","0.050","0.000","0.050","0.00","0.00","$3,000,000",""
"","Frankie Montas","SP","OAK","16","0.099","16","0.099","1","0","0","0","0","0","0.000","0.500","0.000","0.500","2.59","0.00","$7,500,000",""
"","Adam Conley","RP","MIA","60","0.370","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.05","2.70","$0",""
"","Domingo German","SP","NYY","27","0.167","24","0.148","8","0","0","0","0","0","0.000","0.000","0.000","0.000","2.06","76.94","$2,600,000",""
"","Hector Neris","RP","PHI","68","0.420","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.73","90.28","$8,000,000",""
"","Jandel Gustave","RP","SF","23","0.142","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.30","0.00","$0",""
"","Trevor Gott","RP","SF","50","0.309","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.31","70.42","$1,200,000",""
"","Matt Wisler","RP","SEA","44","0.272","8","0.049","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.04","0.00","$0",""
"","Carson Fulmer","RP","CHW","20","0.124","2","0.012","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.47","0.00","$0",""
"","Kolby Allard","SP","TEX","9","0.056","9","0.056","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.87","0.00","$0",""
"","Andrew Suarez","RP","SF","21","0.130","2","0.012","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.32","0.00","$0",""
"","Sean Newcomb","RP","ATL","55","0.340","4","0.025","8","0","0","0","0","0","0.000","0.000","0.000","0.000","1.39","73.41","$0",""
"","Touki Toussaint","RP","ATL","24","0.148","1","0.006","9","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.31","0.00","$0",""
"","Justus Sheffield","SP","SEA","8","0.049","7","0.043","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","0.00","$0",""
"","Spencer Turnbull","SP","DET","30","0.186","29","0.180","8","0","0","0","0","0","0.000","0.000","0.000","0.000","2.51","49.68","$2,150,000",""
"","Mitch Keller","SP","PIT","11","0.068","11","0.068","10","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.90","0.00","$2,437,500",""
"","Brian Johnson","RP","BOS","22","0.136","7","0.043","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.26","0.00","$0",""
"","Jay Jackson","RP","MIL","28","0.173","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.21","0.00","$0",""
"","Jorge Lopez","SP","KC","39","0.241","18","0.111","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.13","7.41","$3,525,000",""
"","Luis Cessa","RP","NYY","43","0.265","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.48","0.00","$2,650,000",""
"","John Gant","RP","STL","64","0.395","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.59","77.81","$0",""
"","Sal Romano","RP","CIN","12","0.074","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.34","0.00","$0",""
"","Chris Stratton","SP","PIT","35","0.216","5","0.031","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.58","6.90","$2,800,000",""
