"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","WAR","TVS","Cash2023",""
"","Austin Voth","SP","WSH","4","0.025","2","0.012","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.15","0.00","$1,850,000",""
"","Lucas Sims","SP","CIN","9","0.056","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.29","0.00","$1,267,500",""
"","Keury Mella","P","CIN","4","0.025","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.27","0.00","$0",""
"","Jackson Stephens","RP","CIN","29","0.179","0","0.000","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.71","0.00","$740,000",""
"","Jacob Rhame","RP","NYM","30","0.185","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.29","0.00","$0",""
"","Reyes Moronta","RP","SF","69","0.426","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.73","84.92","$0",""
"","Yefry Ramirez","RP","BAL","17","0.105","12","0.074","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.06","0.00","$0",""
"","Giovanny Gallegos","RP","STL","6","0.037","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.04","0.00","$4,500,000",""
"","Edmundo Sosa","SS","STL","3","0.019","0","0.000","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.01","0.00","$950,000",""
"","Jake Junis","SP","KC","30","0.185","30","0.185","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.13","49.07","$2,800,000",""
"","Clay Holmes","SP","PIT","11","0.068","4","0.025","6","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.53","0.00","$3,300,000",""
"","Drew Anderson","SP","PHI","5","0.031","1","0.006","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.11","0.00","$0",""
"","Paul Blackburn","SP","OAK","6","0.037","6","0.037","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.61","0.00","$1,900,000",""
"","Yency Almonte","RP","COL","14","0.086","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.39","0.00","$1,500,000",""
"","Dylan Covey","SP","CHW","27","0.167","21","0.130","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.22","29.94","$0",""
"","Tyler Webb","RP","STL","22","0.136","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.46","0.00","$0",""
"","Kyle McGowin","SP","WSH","6","0.037","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.02","0.00","$0",""
"","Paul Sewald","RP/CL","NYM","47","0.290","0","0.000","5","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.01","0.00","$4,100,000",""
"","Mark Leiter Jr.","RP","TOR","20","0.124","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.54","0.00","$0",""
"","Hector Velazquez","RP","BOS","48","0.296","8","0.049","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.29","0.00","$0",""
"","John Brebbia","RP","STL","45","0.278","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.65","0.00","$2,300,000",""
"","Eric Skoglund","SP","KC","14","0.086","13","0.080","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.36","0.00","$0",""
"","Andrew Kittredge","RP","TB","33","0.204","3","0.019","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.22","0.00","$2,075,000",""
"","Yacksel Rios","RP","PHI","36","0.222","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.50","0.00","$0",""
"","Sandy Alcantara","SP","MIA","6","0.037","6","0.037","12","0","0","0","0","0","0.000","0.077","0.000","0.077","0.58","0.00","$6,000,000",""
"","Richard Rodriguez","RP","PIT","63","0.391","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.70","84.02","$0",""
"","Luiz Gohara","SP","ATL","9","0.056","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.25","0.00","$0",""
"","Jalen Beeks","SP","TB","14","0.086","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.40","0.00","$1,375,000",""
"","Seranthony Dominguez","RP/CL","PHI","53","0.327","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","2.14","96.70","$2,574,569",""
"","David Hess","RP","BAL","21","0.130","19","0.117","2","0","0","0","0","0","0.000","0.333","0.000","0.333","0.49","0.00","$0",""
"","Jose Castillo","RP","SD","37","0.228","0","0.000","1","0","0","0","0","1","0.000","0.000","0.000","0.000","0.58","0.00","$730,000",""
"","Corey Oswalt","SP","NYM","17","0.105","12","0.074","18","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.58","14.58","$0",""
"","Tyler Bashlor","RP","NYM","24","0.148","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.03","0.00","$0",""
"","Wander Suero","RP","WSH","40","0.247","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.66","0.00","$0",""
"","Tim Hill","RP","KC","70","0.432","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.13","23.40","$1,850,000",""
"","Jaime Barria","SP","LAA","26","0.161","26","0.161","5","0","0","0","0","0","0.000","0.000","0.000","0.000","3.11","70.62","$1,050,000",""
"","Jonathan Loaisiga","RP","NYY","9","0.056","4","0.025","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.20","0.00","$2,262,500",""
"","Yonny Chirinos","RP","TB","18","0.111","7","0.043","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.05","0.00","$1,275,000",""
"","Ryan Yarbrough","RP","TB","38","0.235","6","0.037","3","0","0","0","0","0","0.000","0.000","0.000","0.000","1.12","0.00","$3,000,000",""
"","Diego Castillo","RP","TB","43","0.265","11","0.068","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.03","0.00","$2,950,000",""
"","Elieser Hernandez","RP","MIA","32","0.199","6","0.037","11","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.35","0.00","$1,600,000",""
"","Brett Graves","RP","MIA","21","0.130","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.31","0.00","$0",""
"","Enyel De Los Santos","SP","PHI","7","0.043","2","0.012","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","0.00","$0",""
"","Yoshihisa Hirano","RP/CL","ARI","75","0.463","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.23","65.11","$0",""
"","Kazuhisa Makita","RP","SD","27","0.167","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.35","0.00","$0",""
"","Drew Gagnon","SP","NYM","5","0.031","1","0.006","1","0","0","0","0","1","0.000","0.000","0.000","0.000","-0.41","0.00","$0",""
"","Harrison Musgrave","RP","COL","35","0.215","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.41","0.00","$0",""
"","Justin Hancock","RP","CHC","10","0.061","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.34","0.00","$0",""
"","Tim Peterson","RP","NYM","22","0.136","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.39","0.00","$0",""
"","Ben Meyer","RP","MIA","13","0.081","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.77","0.00","$0",""
"","Austin Davis","RP","PHI","32","0.198","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","0.00","$0",""
"","Tanner Anderson","RP","PIT","6","0.037","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.33","0.00","$0",""
"","James Norwood","RP","CHC","11","0.068","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.13","0.00","$0",""
"","Brett Kennedy","SP","SD","6","0.037","6","0.037","8","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.49","0.00","$0",""
"","Sherman Johnson","2B","LAA","10","0.062","2","0.012","10","0","0","0","0","0","0.000","0.091","0.000","0.091","-0.19","0.00","$0",""
